id,Name Franchise,Address,Description,Category,Number Whatsapp,Type Franchise,Facility,Price,Popularity Score,Target Market,Market Size,Risk rate (1-10),Return of Investment% (ROI) ((pendapatan-harga(investasi))/(harga(investasi))×100%,Pendapatan/3bulan,user potential,market share (Penjualan Perusahaan/Total Penjualan Pasar),harga jual produk,kuantitas pembelian/tahun,,
43,Mariott international,"Jl. Pahlawan, Kota Bandung, 67890","Marriott International is an American multinational diversified hospitality company that manages and franchises a broad portfolio of hotels and related lodging facilities. Marriott was founded by John Willard Marriott in 1927. Marriott International is the largest hotel chain in the world. It has more than 6,500 properties in 127 countries and territories around the world, over 1.2 million rooms (as of September 2017), and an additional 195,000 rooms in the development pipeline. In 2017, Marriott was ranked #33 on Fortune's ""100 Best Companies to Work For"" list, its twentieth appearance on the list.",Hotel & Motel,+62 648-117-7298,Kios,"Reservation system, Interior design support, Staff training, Branding materials, Marketing collateral, Operational manuals, Exclusive amenities, Quality control standards, Centralized booking system, Customer feedback management","Rp366,000,000",2,Middle-aged,"Rp396,585,000",1,9%,"Rp400,000,000",3777,10.00%,"Rp350,000",3,,
44,Getmaxs Refill Center,"Jl. Merdeka, Kota Surabaya, 12345","Starting in 2006, PT Bangun Karya Mandiri Sejahtera is one of the ink and toner distributors which distributes its Products to many refill center companies in Indonesia. With various qualities according to customer needs, PT Bangun Karya Mandiri Sejahtera steps as a pioneer in this business. Currently, GetMaxs Refill Center has 8 proven and profitable outlets spread across Jakarta, Bandung, Purwokerto, Palembang and Pematang Siantar. We will continue to develop and expand our network to various big cities in Indonesia with a collaboration system with a business license format",Electronic,+62 303-393-4021,Store,"Cutting-edge electronic devices, Product training programs, Technical support services, Marketing materials, Branding assistance, Access to the latest technology, Research and development collaboration, Warranty and after-sales services, Inventory management support, Regulatory compliance guidance","Rp88,700,000",2,College students,"Rp120,276,000",2,1%,"Rp90,000,000",6682,3.00%,"Rp200,000",3,,
45,Yole,"Jl. Diponegoro, Kota Semarang, 98765","Yole brings you to the new era of ice cream and frozen yogurt. Yole means a new way of making and eating a better, healthier, and more conscientious ice cream. And above all full of flavor. We never compromise on the taste for the calories. This makes us unique.",Beverages,+62 515-253-9506,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp90,800,000",3,College students,"Rp12,412,400",1,5%,"Rp95,000,000",4433,2.00%,"Rp20,000",7,,
46,Tokyo ramen,"Jl. Pahlawan, Kota Semarang, 98765","Tokyo Ramen is a franchise that is developing and progressing by selling Products at very affordable prices. We have had experience since 2009 in the Klaten area and in 2014 we intend to offer a ramen noodle partnership. The type of food we offer is typical Japanese cuisine which is very popular with Indonesian people today, which has Japanese flavors with spices that excite the appetite. We would like to offer business cooperation for those of you who want to have a business to increase your income of millions of rupiah every month, apart from not having a big risk, this business can bring long-term profits with a relatively fast BEP.",Restaurant,+62 923-421-3431,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp129,000,000",8,Below elementary students,"Rp695,800,000",3,-7%,"Rp120,000,000",71000,7.00%,"Rp35,000",4,,
47,Mcdonalds,"Jl. Merdeka, Kota Medan, 67890","McDonald's is the world's largest restaurant chain by revenue, serving over 69 million customers daily in over 100 countries across approximately 36,900 outlets as of 2016. They rechristened their business as a hamburger stand, and later turned the company into a franchise, with the Golden Arches logo being introduced in 1953 at a location in Phoenix, Arizona. Although McDonald's is known for its hamburgers, they also sell cheeseburgers, chicken Products, french fries, breakfast items, soft drinks, milkshakes, wraps, and desserts.",Restaurant,+62 729-224-7634,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp295,000,000",10,College students,"Rp3,374,750,400",4,-15%,"Rp250,000,000",100439,12.00%,"Rp35,000",8,,
48,Rachacha thai tea,"Jl. Surya, Kota Bandung, 54321","Rachacha Thai Tea is a business operating in the fast food culinary beverage sector. Rachacha strives to become the largest, most profitable and most trusted Thai tea franchise business by its partners. Rachacha offers delicious and fresh drinks using high quality raw materials but at affordable prices and provides satisfying service for its partners and customers Rachacha Thai Tea Indonesia",Beverages,+62 781-191-7467,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp27,100,000",3,Below elementary students,"Rp9,584,400",2,0%,"Rp27,000,000",7987,2.00%,"Rp15,000",4,,
49,Piscoek,"Jl. Merdeka, Kota Bandung, 54321",Piscoek is a fried food made from banana and chocolate that is very popular among Indonesians.,Fast Food,+62 260-573-8557,Stand,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp25,000,000",4,Below elementary students,"Rp6,917,760",2,0%,"Rp25,000,000",9608,2.00%,"Rp12,000",3,,
50,Ding Tea,"Jl. Raya, Kota Semarang, 43210","Ding Tea franchise is a chain of bubble tea shops which offer fresh tea, a wide and carefully made tea selection and unique taste beverages. They say that every detail is important for them and they try to keep the professional quality and perfectness. The brand was launched in 2004 and the same year the first Ding Tea franchise came for sale. For more than 17 years the chain has grown to 400 franchise units operating all over the world. However, the franchisor is looking for new franchisees to join their team. The major advantages the brand has over the others are low cost concept, a proven business model and a well-established marketing. They provide their partners with training, and constant support with starting and running the business.",Beverages,+62 692-714-8317,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp20,100,000",3,Married people,"Rp8,019,840",2,-5%,"Rp19,000,000",8354,2.00%,"Rp12,000",4,,
51,Nasi Kulit Mak Judes,"Jl. Raya, Kota Surabaya, 43210","Packaging (100)Kitchen, Equipment (2 Sets of Stove), Raw Material + Chicken (100), Initial Serving Tools, Instagram Design Template, Employee Training",Restaurant,+62 995-163-5330,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp30,000,000",4,Below elementary students,"Rp425,000,000",1,33%,"Rp40,000,000",85000,5.00%,"Rp20,000",5,,
52,Andy OnCall,"Jl. Pahlawan, Kota Surabaya, 54321","The Andy OnCall franchise is a distinctive business in the home repair industry that provides invaluable accessibility to reliable, professional, home repair craftsmen to homeowners in different locations. Andy OnCall franchise for sale offers a bevy of opportunities for people seeking to invest in a well-established, time-tested operation. Becoming an Andy OnCall franchisee is an investment that combines the craft of home repair with the strength of a thriving business model. With its numerous advantages, clear requirements, and reasonable costs, it's a robust opportunity for those looking for a franchise business in the home repair sector.",Services & Repair,+62 670-745-1227,Kios,"produk training, regular remote training, sales programs training, sales skills training, one-on-one franchisee manager, assistance of local market info collection, assistance of sales plan and strategy, ready to use sales script, B2B inquiries, marketing materials, succesful case sharing","Rp100,550,000",1,College students,"Rp35,010,000",2,-10%,"Rp90,000,000",5835,3.00%,"Rp100,000",2,,
53,Tohang's Barber,"Jl. Merdeka, Kota Semarang, 12345",Tohang's Barber is a company engaged in barbershop services that has a premium and full service concept. Built from a simple idea but made very mature where the purpose of establishing Tohang's Barber is to answer the needs of men about the importance of hairstyles in supporting their daily appearance in this modern era.,Barber,+62 956-426-6322,Kios,"Rental of location for one year, Venue Renovation, AC, TV, Neon Box, Clipper, 2 Barber Chairs, Waiting Chair, Cabinet, Clipper, Cutting Scissors, Thinning Scissors, Thinning Scissors, Comb Set, Hair Spray, Mirror, Hairbrush, Other Tools, Uniform, Vacuum Cleaner, Brochure, Banner, Hair Paint, Pomade, Vitamins, Hair tonic, Startup Management","Rp30,760,000",2,Below elementary students,"Rp52,759,000",2,1%,"Rp31,000,000",7537,5.00%,"Rp35,000",4,,
54,Pingu's English,"Jl. Surya, Kota Jakarta, 98765","Pingu’s English is an effective English language course for ages 3-8+ years, based on the world famous and much loved character Pingu. Developed by the UK based Linguaphone Group our unique syllabus combines imaginative activities with multimedia resources, and is already transforming the way young children learn the vital skills of reading, writing, speaking and listening in English. As well as our three-level English language program, we are in the process of developing a three-year full-time kindergarten curriculum, in partnership with Kingston University from the UK. This is also based on our popular Pingu's English brand. We expect to be able to launch this to the global marketplace, initially through our existing Pingu's English partners by the end of 2017",Education,+62 371-630-0878,Kios,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp100,970,000",3,Middle-aged,"Rp429,400,000",3,-11%,"Rp90,000,000",21470,5.00%,"Rp100,000",4,,
55,Wash On Laundry,"Jl. Pahlawan, Kota Semarang, 54321","Wash On is a laundry in Yogyakarta. We were established in 2021 with a target to develop 25 outlets across Yogyakarta by the end of 2023. We strive to provide clean, comfortable laundry and friendly service.",Cleaning Services,+62 557-072-1694,Kios,"Cleaning Supplies and Materials, Laundry Management System, Local Promotional and Advertising Materials, Operational Management Manual, Occupational Safety and Health (OHS) Training, Supplier Network and Supporting Products, Finance and Financing System","Rp27,000,000",4,Workers,"Rp145,800,000",3,-7%,"Rp25,000,000",30000,3.00%,"Rp18,000",9,,
56,Gold's Gym,"Jl. Raya, Kota Surabaya, 12345","Gold's Gym International, Inc. is an American chain of international co-ed fitness centers (commonly referred to as gyms) originally started by Joe Gold in Venice Beach, California. Each gym offers a variety of cardio and strength training equipment as well as group exercise programs. Its headquarters have since relocated to Dallas.",Lifestyle & Sport,+62 034-471-4433,Kios,"Rental of location and venue for one year, Gym equipment, Personalized training programs, Fitness class schedules, Interior design support, Branded workout apparel, Marketing materials, Membership management system, Staff training programs, Health and safety guidelines, Nutrition and wellness consultations","Rp239,000,000",8,Workers,"Rp2,880,000,000",3,5%,"Rp250,000,000",8000,12.00%,"Rp250,000",12,,
